"from","to","author","subject_l2","subject_l1","master_id","title","year_start","year_end","time_window","subject_weight","subject_raw"
"A_114","S_1","Groot, J. J. M. de","Buddhism","Religion and Philosophy","MASTER_00254","Militant spirit of the Buddhist clergy in China",1891,1892,"1888-1897",1,"Buddhism"
"A_115","S_40","Rosthorn, A. von","Government","Politics, Government, and Law","MASTER_00255","Salt administration of Ssuch'uan, The",1892,1893,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_115","S_34","Rosthorn, A. von","Economics","Economy, Trade, and Technology","MASTER_00255","Salt administration of Ssuch'uan, The",1892,1893,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_115","S_41","Rosthorn, A. von","Political science--Philosophy","Politics, Government, and Law","MASTER_00255","Salt administration of Ssuch'uan, The",1892,1893,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_115","S_31","Rosthorn, A. von","Telecommunication","Economy, Trade, and Technology","MASTER_00256","River stages and branch routes from Ssuch ' uan to Yunnan and Kuichou",1892,1893,"1888-1897",1,"communications"
"A_108","S_30","Volpicelli, Z. H.","History","History and Chronology","MASTER_00257","Early Portuguese commerce and settlements in China *",1892,1893,"1888-1897",1,"history"
"A_42","S_2","Gardener, C. T.","Numismatics","Arts and Archaeology","MASTER_00258","Coinage of Corea, The *",1892,1893,"1888-1897",1,"coinage"
"A_75","S_13","Mollendorf, P. G. von","Law","Politics, Government, and Law","MASTER_00259","Family law of the Chinese, The",1892,1893,"1888-1897",0.5,"law and social customs"
"A_75","S_25","Mollendorf, P. G. von","Manners and customs","Anthropology and Social Customs","MASTER_00259","Family law of the Chinese, The",1892,1893,"1888-1897",0.5,"law and social customs"
"A_29","S_31","Kingsmill, T. W.","Telecommunication","Economy, Trade, and Technology","MASTER_00260","Inland communications in China *",1893,1894,"1888-1897",1,"communications"
"A_116","S_30","Scott, J.","History","History and Chronology","MASTER_00261","Stray notes on Corean history and literature",1893,1894,"1888-1897",0.333333333333333,"history, literature and language"
"A_116","S_33","Scott, J.","Literature","Literature and Language","MASTER_00261","Stray notes on Corean history and literature",1893,1894,"1888-1897",0.333333333333333,"history, literature and language"
"A_116","S_7","Scott, J.","Language and languages","Literature and Language","MASTER_00261","Stray notes on Corean history and literature",1893,1894,"1888-1897",0.333333333333333,"history, literature and language"
"A_117","S_7","Clarke, G. W.","Language and languages","Literature and Language","MASTER_00262","Yu - li or Precious Records, The *",1893,1894,"1888-1897",1,"literature and language"
"A_72","S_19","Bretschneider, E.","Botany","Natural Sciences","MASTER_00263","Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese",1894,1895,"1888-1897",0.333333333333333,"botany, literature and language"
"A_72","S_33","Bretschneider, E.","Literature","Literature and Language","MASTER_00263","Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese",1894,1895,"1888-1897",0.333333333333333,"botany, literature and language"
"A_72","S_7","Bretschneider, E.","Language and languages","Literature and Language","MASTER_00263","Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese",1894,1895,"1888-1897",0.333333333333333,"botany, literature and language"
"A_72","S_37","Bretschneider, E.","Geography","Geography and Travel","MASTER_00264","Chinese geographical names mentioned in the "" Pen Ts ' ao Kang Mu """,1894,1895,"1888-1897",1,"geography"
"A_91","S_6","Imbault - Huart, C.","Travel","Geography and Travel","MASTER_00265","Voyage de l'Ambassade Hollandaise de 1656 a travers la Province de Canton, Le",1894,1895,"1888-1897",1,"travel and general descriptions"
"A_76","S_40","Parker, E. H.","Government","Politics, Government, and Law","MASTER_00266","Financial capacity of China, The",1894,1895,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_76","S_34","Parker, E. H.","Economics","Economy, Trade, and Technology","MASTER_00266","Financial capacity of China, The",1894,1895,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_76","S_41","Parker, E. H.","Political science--Philosophy","Politics, Government, and Law","MASTER_00266","Financial capacity of China, The",1894,1895,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_76","S_40","Parker, E. H.","Government","Politics, Government, and Law","MASTER_00267","Chinese revenue",1894,1895,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_76","S_34","Parker, E. H.","Economics","Economy, Trade, and Technology","MASTER_00267","Chinese revenue",1894,1895,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_76","S_41","Parker, E. H.","Political science--Philosophy","Politics, Government, and Law","MASTER_00267","Chinese revenue",1894,1895,"1888-1897",0.333333333333333,"government, political economy and political theory"
"A_66","S_2","Bushell, S. W.","Numismatics","Arts and Archaeology","MASTER_00268","Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *",1894,1895,"1888-1897",0.25,"coinage, history, literature and language"
"A_66","S_30","Bushell, S. W.","History","History and Chronology","MASTER_00268","Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *",1894,1895,"1888-1897",0.25,"coinage, history, literature and language"
"A_66","S_33","Bushell, S. W.","Literature","Literature and Language","MASTER_00268","Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *",1894,1895,"1888-1897",0.25,"coinage, history, literature and language"
"A_66","S_7","Bushell, S. W.","Language and languages","Literature and Language","MASTER_00268","Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *",1894,1895,"1888-1897",0.25,"coinage, history, literature and language"
"A_118","S_7","Fraser, M. F. A.","Language and languages","Literature and Language","MASTER_00269","Manchu ukase, A",1894,1895,"1888-1897",1,"literature and language"
"A_91","S_44","Imbault - Huart, C.","Political science","Politics, Government, and Law","MASTER_00270","LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON.",1895,1896,"1888-1897",0.333333333333333,"Political science; Travel; History"
"A_91","S_6","Imbault - Huart, C.","Travel","Geography and Travel","MASTER_00270","LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON.",1895,1896,"1888-1897",0.333333333333333,"Political science; Travel; History"
"A_91","S_30","Imbault - Huart, C.","History","History and Chronology","MASTER_00270","LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON.",1895,1896,"1888-1897",0.333333333333333,"Political science; Travel; History"
"A_76","S_34","Parker, E. H.","Economics","Economy, Trade, and Technology","MASTER_00271","THE FINANCIAL CAPACITY OF CHINA.",1895,1896,"1888-1897",0.333333333333333,"Economics; History; Government"
"A_76","S_30","Parker, E. H.","History","History and Chronology","MASTER_00271","THE FINANCIAL CAPACITY OF CHINA.",1895,1896,"1888-1897",0.333333333333333,"Economics; History; Government"
"A_76","S_40","Parker, E. H.","Government","Politics, Government, and Law","MASTER_00271","THE FINANCIAL CAPACITY OF CHINA.",1895,1896,"1888-1897",0.333333333333333,"Economics; History; Government"
"A_76","S_34","Parker, E. H.","Economics","Economy, Trade, and Technology","MASTER_00272","CHINESE REVENUE.",1895,1896,"1888-1897",0.333333333333333,"Economics; History; Government"
"A_76","S_30","Parker, E. H.","History","History and Chronology","MASTER_00272","CHINESE REVENUE.",1895,1896,"1888-1897",0.333333333333333,"Economics; History; Government"
"A_76","S_40","Parker, E. H.","Government","Politics, Government, and Law","MASTER_00272","CHINESE REVENUE.",1895,1896,"1888-1897",0.333333333333333,"Economics; History; Government"
"A_66","S_30","Bushell, S. W.","History","History and Chronology","MASTER_00273","THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT.",1895,1896,"1888-1897",0.333333333333333,"History; Language and languages; Numismatics"
"A_66","S_7","Bushell, S. W.","Language and languages","Literature and Language","MASTER_00273","THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT.",1895,1896,"1888-1897",0.333333333333333,"History; Language and languages; Numismatics"
"A_66","S_2","Bushell, S. W.","Numismatics","Arts and Archaeology","MASTER_00273","THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT.",1895,1896,"1888-1897",0.333333333333333,"History; Language and languages; Numismatics"
"A_118","S_30","Fraser, M. F. A.","History","History and Chronology","MASTER_00274","A MANCHU UKASE.",1895,1896,"1888-1897",0.5,"History; Language and languages"
"A_118","S_7","Fraser, M. F. A.","Language and languages","Literature and Language","MASTER_00274","A MANCHU UKASE.",1895,1896,"1888-1897",0.5,"History; Language and languages"
"A_76","S_3","Parker, E. H.","Ethnology","Anthropology and Social Customs","MASTER_00275","Inscriptions de l'Orkho",1896,1897,"1888-1897",0.5,"ethnology and anthropology"
"A_76","S_4","Parker, E. H.","Anthropology","Anthropology and Social Customs","MASTER_00275","Inscriptions de l'Orkho",1896,1897,"1888-1897",0.5,"ethnology and anthropology"
"A_29","S_3","Kingsmill, T. W.","Ethnology","Anthropology and Social Customs","MASTER_00276","Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "")",1896,1897,"1888-1897",0.5,"ethnology and anthropology"
"A_29","S_4","Kingsmill, T. W.","Anthropology","Anthropology and Social Customs","MASTER_00276","Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "")",1896,1897,"1888-1897",0.5,"ethnology and anthropology"
"A_119","S_9","Forke, A.","Philosophy","Religion and Philosophy","MASTER_00277","Wang - chung and Plato on death and immortality",1896,1897,"1888-1897",1,"philosophy"
"A_29","S_3","Kingsmill, T. W.","Ethnology","Anthropology and Social Customs","MASTER_00278","Chinese system of family relationship and its Aryan affinities, The",1896,1897,"1888-1897",0.25,"ethnology, anthropology, literature and language"
"A_29","S_4","Kingsmill, T. W.","Anthropology","Anthropology and Social Customs","MASTER_00278","Chinese system of family relationship and its Aryan affinities, The",1896,1897,"1888-1897",0.25,"ethnology, anthropology, literature and language"
"A_29","S_33","Kingsmill, T. W.","Literature","Literature and Language","MASTER_00278","Chinese system of family relationship and its Aryan affinities, The",1896,1897,"1888-1897",0.25,"ethnology, anthropology, literature and language"
"A_29","S_7","Kingsmill, T. W.","Language and languages","Literature and Language","MASTER_00278","Chinese system of family relationship and its Aryan affinities, The",1896,1897,"1888-1897",0.25,"ethnology, anthropology, literature and language"
"A_120","S_2","Taylor, F. E.","Numismatics","Arts and Archaeology","MASTER_00279","Scarcity of copper cash and the rise in prices",1896,1897,"1888-1897",0.5,"coinage and economics"
"A_120","S_34","Taylor, F. E.","Economics","Economy, Trade, and Technology","MASTER_00279","Scarcity of copper cash and the rise in prices",1896,1897,"1888-1897",0.5,"coinage and economics"
"A_75","S_7","Mollendorf, P. G. von","Language and languages","Literature and Language","MASTER_00280","Limitations of comparative philology, On the",1896,1897,"1888-1897",1,"literature and language"
"A_102","S_31","Carles, W. R.","Telecommunication","Economy, Trade, and Technology","MASTER_00281","Grand Canal of China, The",1896,1897,"1888-1897",0.5,"communications and hydrology"
"A_102","S_10","Carles, W. R.","Hydrology","Natural Sciences","MASTER_00281","Grand Canal of China, The",1896,1897,"1888-1897",0.5,"communications and hydrology"
"A_29","S_25","Kingsmill, T. W.","Manners and customs","Anthropology and Social Customs","MASTER_00282","THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",1898,1899,"1898-1907",1,"social customs"
"A_121","S_40","BYRON BRENAN","Government","Politics, Government, and Law","MASTER_00283","THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.",1898,1899,"1898-1907",0.333333333333333,"government, political economy and political theory"
"A_121","S_34","BYRON BRENAN","Economics","Economy, Trade, and Technology","MASTER_00283","THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.",1898,1899,"1898-1907",0.333333333333333,"government, political economy and political theory"
"A_121","S_41","BYRON BRENAN","Political science--Philosophy","Politics, Government, and Law","MASTER_00283","THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.",1898,1899,"1898-1907",0.333333333333333,"government, political economy and political theory"
"A_122","S_45","NATALIS RONDOT","Art","Arts and Archaeology","MASTER_00284","ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.",1898,1899,"1898-1907",0.5,"arts and archaeology"
"A_122","S_24","NATALIS RONDOT","Archaeology","Arts and Archaeology","MASTER_00284","ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.",1898,1899,"1898-1907",0.5,"arts and archaeology"
"A_123","S_14","E. BRASS","Agriculture","Natural Sciences","MASTER_00285","SEALING AND WHALING IN THE NORTHERN PACIFIC.",1898,1899,"1898-1907",0.333333333333333,"agriculture, industry, and trade"
"A_123","S_15","E. BRASS","Industries","Economy, Trade, and Technology","MASTER_00285","SEALING AND WHALING IN THE NORTHERN PACIFIC.",1898,1899,"1898-1907",0.333333333333333,"agriculture, industry, and trade"
"A_123","S_16","E. BRASS","Commerce","Economy, Trade, and Technology","MASTER_00285","SEALING AND WHALING IN THE NORTHERN PACIFIC.",1898,1899,"1898-1907",0.333333333333333,"agriculture, industry, and trade"
"A_124","S_40","Bourne, F. S. A.","Government","Politics, Government, and Law","MASTER_00286","Possible and impossible reforms",1900,1901,"1898-1907",0.333333333333333,"government, political economy and political theory"
"A_124","S_34","Bourne, F. S. A.","Economics","Economy, Trade, and Technology","MASTER_00286","Possible and impossible reforms",1900,1901,"1898-1907",0.333333333333333,"government, political economy and political theory"
"A_124","S_41","Bourne, F. S. A.","Political science--Philosophy","Politics, Government, and Law","MASTER_00286","Possible and impossible reforms",1900,1901,"1898-1907",0.333333333333333,"government, political economy and political theory"
"A_125","S_36","Williams, E. T.","Religion","Religion and Philosophy","MASTER_00287","Some popular religious literature of the Chinese",1900,1901,"1898-1907",1,"religion"
"A_66","S_2","Bushell, S. W.","Numismatics","Arts and Archaeology","MASTER_00288","Additional coins of the present dynasty *",1900,1901,"1898-1907",1,"coinage"
"A_1","S_9","Edkins, J.","Philosophy","Religion and Philosophy","MASTER_00289","Siun King, the philosopher, and his relations with contemporary schools of thought",1900,1901,"1898-1907",1,"philosophy"
"A_126","S_3","Betts, G. E.","Ethnology","Anthropology and Social Customs","MASTER_00290","Social life of the Miao Tsi",1900,1901,"1898-1907",0.5,"ethnology and anthropology"
"A_126","S_4","Betts, G. E.","Anthropology","Anthropology and Social Customs","MASTER_00290","Social life of the Miao Tsi",1900,1901,"1898-1907",0.5,"ethnology and anthropology"
"A_127","S_14","Vale, J.","Agriculture","Natural Sciences","MASTER_00291","Irrigation of the Ch'eng tu Plain",1900,1901,"1898-1907",0.25,"agriculture, industry, trade and hydrology"
"A_127","S_15","Vale, J.","Industries","Economy, Trade, and Technology","MASTER_00291","Irrigation of the Ch'eng tu Plain",1900,1901,"1898-1907",0.25,"agriculture, industry, trade and hydrology"
"A_127","S_16","Vale, J.","Commerce","Economy, Trade, and Technology","MASTER_00291","Irrigation of the Ch'eng tu Plain",1900,1901,"1898-1907",0.25,"agriculture, industry, trade and hydrology"
"A_127","S_10","Vale, J.","Hydrology","Natural Sciences","MASTER_00291","Irrigation of the Ch'eng tu Plain",1900,1901,"1898-1907",0.25,"agriculture, industry, trade and hydrology"
"A_55","S_21","Moule, G. E.","Confucianism","Religion and Philosophy","MASTER_00292","Notes on the Ting - chi, or half - yearly sacrifice to Confucius *",1900,1901,"1898-1907",0.5,"Confucianism and music"
"A_55","S_8","Moule, G. E.","Music","Arts and Archaeology","MASTER_00292","Notes on the Ting - chi, or half - yearly sacrifice to Confucius *",1900,1901,"1898-1907",0.5,"Confucianism and music"
"A_128","S_34","Mencarini, J.","Economics","Economy, Trade, and Technology","MASTER_00293","Philippine Chinese labour question, The",1900,1901,"1898-1907",1,"economics"
"A_129","S_9","Macklin, W. E.","Philosophy","Religion and Philosophy","MASTER_00294","Mencius and some other reformers of China",1900,1901,"1898-1907",0.25,"philosophy, religion, government and political theory"
"A_129","S_36","Macklin, W. E.","Religion","Religion and Philosophy","MASTER_00294","Mencius and some other reformers of China",1900,1901,"1898-1907",0.25,"philosophy, religion, government and political theory"
"A_129","S_40","Macklin, W. E.","Government","Politics, Government, and Law","MASTER_00294","Mencius and some other reformers of China",1900,1901,"1898-1907",0.25,"philosophy, religion, government and political theory"
"A_129","S_41","Macklin, W. E.","Political science--Philosophy","Politics, Government, and Law","MASTER_00294","Mencius and some other reformers of China",1900,1901,"1898-1907",0.25,"philosophy, religion, government and political theory"
"A_130","S_30","Walshe, W. G.","History","History and Chronology","MASTER_00295","Ancient city of Shaohing, The",1900,1901,"1898-1907",1,"history"
"A_119","S_9","Forke, A.","Philosophy","Religion and Philosophy","MASTER_00296","Chinese sophists, The",1901,1902,"1898-1907",1,"philosophy"
"A_131","S_17","Box, E.","Mythology","Anthropology and Social Customs","MASTER_00297","Shanghai folk - lore",1901,1902,"1898-1907",1,"mythology"
"A_29","S_3","Kingsmill, T. W.","Ethnology","Anthropology and Social Customs","MASTER_00298","Hirth, Dr. F., and the Hiung Nu",1901,1902,"1898-1907",0.5,"ethnology and anthropology"
"A_29","S_4","Kingsmill, T. W.","Anthropology","Anthropology and Social Customs","MASTER_00298","Hirth, Dr. F., and the Hiung Nu",1901,1902,"1898-1907",0.5,"ethnology and anthropology"
"A_1","S_35","Edkins, J.","Biography","History and Chronology","MASTER_00299","Kwo Tsi, an eminent military commander of the Tang Dynasty",1903,1904,"1898-1907",1,"biographical history and individuals of history"
"A_132","S_25","Chalfant, F. H.","Manners and customs","Anthropology and Social Customs","MASTER_00300","Standard weights and measures of the Ch ' in Dynasty *",1903,1904,"1898-1907",1,"social customs"
"A_130","S_25","Walshe, W. G.","Manners and customs","Anthropology and Social Customs","MASTER_00301","Some Chinese funeral customs",1903,1904,"1898-1907",1,"social customs"
"A_133","S_35","Ferguson, J. C.","Biography","History and Chronology","MASTER_00302","Wang An - shih",1903,1904,"1898-1907",1,"biographical history and individuals of history"
"A_29","S_3","Kingsmill, T. W.","Ethnology","Anthropology and Social Customs","MASTER_00303","Mantses and the Golden Chersonese, The",1903,1904,"1898-1907",0.333333333333333,"ethnology, anthropology and geography"
"A_29","S_4","Kingsmill, T. W.","Anthropology","Anthropology and Social Customs","MASTER_00303","Mantses and the Golden Chersonese, The",1903,1904,"1898-1907",0.333333333333333,"ethnology, anthropology and geography"
"A_29","S_37","Kingsmill, T. W.","Geography","Geography and Travel","MASTER_00303","Mantses and the Golden Chersonese, The",1903,1904,"1898-1907",0.333333333333333,"ethnology, anthropology and geography"
"A_134","S_6","Carey, F. W.","Travel","Geography and Travel","MASTER_00304","Notes of an overland journey from Szemao to Rangoon *",1905,1905,"1898-1907",1,"travel and general descriptions"
"A_127","S_14","Vale, J.","Agriculture","Natural Sciences","MASTER_00305","Irrigation of the Ch'eng tu Plain and beyond *",1905,1905,"1898-1907",0.25,"agriculture, industry, trade and hydrology"
"A_127","S_15","Vale, J.","Industries","Economy, Trade, and Technology","MASTER_00305","Irrigation of the Ch'eng tu Plain and beyond *",1905,1905,"1898-1907",0.25,"agriculture, industry, trade and hydrology"
"A_127","S_16","Vale, J.","Commerce","Economy, Trade, and Technology","MASTER_00305","Irrigation of the Ch'eng tu Plain and beyond *",1905,1905,"1898-1907",0.25,"agriculture, industry, trade and hydrology"
"A_127","S_10","Vale, J.","Hydrology","Natural Sciences","MASTER_00305","Irrigation of the Ch'eng tu Plain and beyond *",1905,1905,"1898-1907",0.25,"agriculture, industry, trade and hydrology"
"A_135","S_6","Watson, W. C. H.","Travel","Geography and Travel","MASTER_00306","Journey to Sungp ' an *",1905,1905,"1898-1907",0.25,"travel, agriculture, industry and trade"
"A_135","S_14","Watson, W. C. H.","Agriculture","Natural Sciences","MASTER_00306","Journey to Sungp ' an *",1905,1905,"1898-1907",0.25,"travel, agriculture, industry and trade"
"A_135","S_15","Watson, W. C. H.","Industries","Economy, Trade, and Technology","MASTER_00306","Journey to Sungp ' an *",1905,1905,"1898-1907",0.25,"travel, agriculture, industry and trade"
"A_135","S_16","Watson, W. C. H.","Commerce","Economy, Trade, and Technology","MASTER_00306","Journey to Sungp ' an *",1905,1905,"1898-1907",0.25,"travel, agriculture, industry and trade"
"A_136","S_30","Leavenworth, C. S.","History","History and Chronology","MASTER_00307","History of the Loochoo Islands, The",1905,1905,"1898-1907",1,"history"
"A_128","S_6","Mencarini, J.","Travel","Geography and Travel","MASTER_00308","Java",1905,1905,"1898-1907",1,"travel and general descriptions"
"A_131","S_17","Box, E.","Mythology","Anthropology and Social Customs","MASTER_00309","Shanghai folk - lore",1905,1905,"1898-1907",1,"mythology"
"A_36","S_27","Martin, W. A. P.","Judaism","Religion and Philosophy","MASTER_00310","Jewish monument at Kaifungfu, The",1906,1906,"1898-1907",1,"Judaism"
"A_29","S_3","Kingsmill, T. W.","Ethnology","Anthropology and Social Customs","MASTER_00311","Ancient Tibet and its frontagers",1906,1906,"1898-1907",0.333333333333333,"ethnology, anthropology and geography"
"A_29","S_4","Kingsmill, T. W.","Anthropology","Anthropology and Social Customs","MASTER_00311","Ancient Tibet and its frontagers",1906,1906,"1898-1907",0.333333333333333,"ethnology, anthropology and geography"
"A_29","S_37","Kingsmill, T. W.","Geography","Geography and Travel","MASTER_00311","Ancient Tibet and its frontagers",1906,1906,"1898-1907",0.333333333333333,"ethnology, anthropology and geography"
"A_133","S_2","Ferguson, J. C.","Numismatics","Arts and Archaeology","MASTER_00312","Notes on Chinese banking system in Shanghai",1906,1906,"1898-1907",0.5,"coinage and economics"
"A_133","S_34","Ferguson, J. C.","Economics","Economy, Trade, and Technology","MASTER_00312","Notes on Chinese banking system in Shanghai",1906,1906,"1898-1907",0.5,"coinage and economics"
"A_137","S_13","Alabaster, E.","Law","Politics, Government, and Law","MASTER_00313","Notes on Chinese law and practice preceding revision",1906,1906,"1898-1907",1,"law"
"A_138","S_25","Headland, I. T.","Manners and customs","Anthropology and Social Customs","MASTER_00314","Chinese children's games",1906,1906,"1898-1907",1,"social customs"
"A_109","S_2","Morse, H. B.","Numismatics","Arts and Archaeology","MASTER_00315","Currency in China *",1907,1907,"1898-1907",1,"coinage"
"A_125","S_13","Williams, E. T.","Law","Politics, Government, and Law","MASTER_00316","Witchcraft in the Chinese penal code",1907,1907,"1898-1907",0.5,"law and social customs"
"A_125","S_25","Williams, E. T.","Manners and customs","Anthropology and Social Customs","MASTER_00316","Witchcraft in the Chinese penal code",1907,1907,"1898-1907",0.5,"law and social customs"
"A_110","S_19","Faber, E.","Botany","Natural Sciences","MASTER_00317","Contribution to the nomenclature of Chinese plants",1907,1907,"1898-1907",1,"botany"
"A_29","S_29","Kingsmill, T. W.","Astronomy","Natural Sciences","MASTER_00318","Two zodiacs (solar and lunar), their origin and connections, The",1907,1907,"1898-1907",1,"astronomy"
"A_139","S_8","Moule, A. C.","Music","Arts and Archaeology","MASTER_00319","List of the musical and other sound - producing instruments of the Chinese, A *",1908,1908,"1908-1917",1,"music"
"A_140","S_24","Alexeieff, V.","Archaeology","Arts and Archaeology","MASTER_00320","Archaeological survey of the environs of China's ancient capitals",1909,1909,"1908-1917",1,"archaeology"
"A_76","S_13","Parker, E. H.","Law","Politics, Government, and Law","MASTER_00321","The Principles of Chinese law and equity,",1909,1909,"1908-1917",1,"law"
"A_141","S_6","Arnold, J. H.","Travel","Geography and Travel","MASTER_00322","The Ascent of Mt. Morrison (Niitaka Yama),",1909,1909,"1908-1917",1,"travel and general descriptions"
"A_142","S_12","Touche, J. D. D. La","Zoology","Natural Sciences","MASTER_00323","Collection of birds in the Shanghai Museum, The",1909,1909,"1908-1917",1,"zoology"
"A_143","S_21","Hall, J. C.","Confucianism","Religion and Philosophy","MASTER_00324","Confucian reformers in Japan in the 18th Century, The (Trans. of Dazai's "" Exposition of Doctrine "")",1910,1910,"1908-1917",1,"Confucianism"
"A_29","S_8","Kingsmill, T. W.","Music","Arts and Archaeology","MASTER_00325","Music of China, The *",1910,1910,"1908-1917",1,"music"
"A_139","S_23","Moule, A. C.","Christianity","Religion and Philosophy","MASTER_00326","Notices of the Nestorian missions from Chinese sources other than the Christian monument *",1910,1910,"1908-1917",1,"Christianity"
"A_144","S_25","Torrance, T.","Manners and customs","Anthropology and Social Customs","MASTER_00327","Burial customs in Sz - chuan *",1910,1910,"1908-1917",1,"social customs"
"A_139","S_45","Moule, A. C.","Art","Arts and Archaeology","MASTER_00328","Christian monument at Hsi - an - fu, The",1910,1910,"1908-1917",0.333333333333333,"arts and archaeology; Christianity"
"A_139","S_24","Moule, A. C.","Archaeology","Arts and Archaeology","MASTER_00328","Christian monument at Hsi - an - fu, The",1910,1910,"1908-1917",0.333333333333333,"arts and archaeology; Christianity"
"A_139","S_23","Moule, A. C.","Christianity","Religion and Philosophy","MASTER_00328","Christian monument at Hsi - an - fu, The",1910,1910,"1908-1917",0.333333333333333,"arts and archaeology; Christianity"
"A_145","S_18","Williams, F. W. (ed.)","History, Modern (20th century)","History and Chronology","MASTER_00329","The journal of the S. Wells Williams (April 1858 - January 1860)",1911,1911,"1908-1917",1,"contemporary history"
"A_139","S_36","Moule, A. C.","Religion","Religion and Philosophy","MASTER_00330","T'ai Shan *",1912,1912,"1908-1917",0.25,"religion, travel, arts and archaeology"
"A_139","S_6","Moule, A. C.","Travel","Geography and Travel","MASTER_00330","T'ai Shan *",1912,1912,"1908-1917",0.25,"religion, travel, arts and archaeology"
"A_139","S_45","Moule, A. C.","Art","Arts and Archaeology","MASTER_00330","T'ai Shan *",1912,1912,"1908-1917",0.25,"religion, travel, arts and archaeology"
"A_139","S_24","Moule, A. C.","Archaeology","Arts and Archaeology","MASTER_00330","T'ai Shan *",1912,1912,"1908-1917",0.25,"religion, travel, arts and archaeology"
"A_146","S_25","Reymond, C. du Bois","Manners and customs","Anthropology and Social Customs","MASTER_00331","Notes on Chinese archery",1912,1912,"1908-1917",1,"social customs"
"A_147","S_45","Warren, G. G.","Art","Arts and Archaeology","MASTER_00332","Three sites in Hunan connected with the classical legendary history of China *",1912,1912,"1908-1917",0.333333333333333,"arts, archaeology and history"
"A_147","S_24","Warren, G. G.","Archaeology","Arts and Archaeology","MASTER_00332","Three sites in Hunan connected with the classical legendary history of China *",1912,1912,"1908-1917",0.333333333333333,"arts, archaeology and history"
"A_147","S_30","Warren, G. G.","History","History and Chronology","MASTER_00332","Three sites in Hunan connected with the classical legendary history of China *",1912,1912,"1908-1917",0.333333333333333,"arts, archaeology and history"
"A_148","S_46","Stanley, A.","Decorative arts","Arts and Archaeology","MASTER_00333","Chinese art metal work *",1912,1912,"1908-1917",1,"minor arts"
"A_149","S_25","Hodous, L.","Manners and customs","Anthropology and Social Customs","MASTER_00334","Great Summer Festival of China as observed in Foochow, The",1912,1912,"1908-1917",1,"social customs"
"A_150","S_45","McCormick, F.","Art","Arts and Archaeology","MASTER_00335","China's monuments",1912,1912,"1908-1917",0.5,"arts and archaeology"
"A_150","S_24","McCormick, F.","Archaeology","Arts and Archaeology","MASTER_00335","China's monuments",1912,1912,"1908-1917",0.5,"arts and archaeology"
"A_148","S_46","Stanley, A.","Decorative arts","Arts and Archaeology","MASTER_00336","Chinese embroidery and other textile work *",1913,1913,"1908-1917",1,"minor arts"
"A_151","S_7","Timothy Richard.Litt.D.","Language and languages","Literature and Language","MASTER_00339","Introduction to a great Chinese epic or religious allegory by Ch'iu Ch'ang Ch ' un",1913,1913,"1908-1917",1,"literature and language"
"A_151","S_33","Timothy Richard.Litt.D.","Literature","Literature and Language","MASTER_00340","One of the World's Literary Masterpieces",1913,1913,"1908-1917",0.5,"Literature; History"
"A_151","S_30","Timothy Richard.Litt.D.","History","History and Chronology","MASTER_00340","One of the World's Literary Masterpieces",1913,1913,"1908-1917",0.5,"Literature; History"
"A_125","S_21","Williams, E. T.","Confucianism","Religion and Philosophy","MASTER_00341","State religion of china during the Manchu Dynasty, The *",1913,1913,"1908-1917",1,"Confucianism"
