time_window,term,term_count,article_count,share,idf,tfidf
1858-1867,embassy,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,sketches,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,tsze,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,mouths,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,yangts,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,cosmical,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,phenomena,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,neighborhood,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,thirteen,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,ethics,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,special,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,reference,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,nature,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,dissection,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,record,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,occurrences,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,supplemental,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,places,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,temperature,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,winds,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,yedo,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,causes,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,modify,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,petersburg,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,pekin,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,medical,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,sea-board,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,impressions,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,lapidary,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,keu,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,yung,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,near,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,head,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,appearance,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,rugged,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,barometric,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,thermometric,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,september,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,view,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,determining,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
1858-1867,height,1,1,0.002785515320334262,2.6094379124341005,2.6094379124341005
